task,model,language,format_mode,prompt_style,f1,energy_j,J_per_entity,J_per_TP,F1_per_J
NER,70B,twi,dst__false,7,0.5877247365158091,3856.9000000003725,3.9396322778349053,8.136919831224414,0.00015238267430209556
NER,70B,twi,dst__false,8,0.5855466337245213,4042.144999999553,4.103700507613759,8.527732067509605,0.00014486037332272497
NER,70B,wol,dst__false,1,0.6788927335640138,9449.005000000005,6.15169596354167,9.6320132517839,7.184806586132756e-05
NER,70B,wol,dst__false,2,0.7157818707114483,9608.944000000018,6.790773144876337,9.696209889001025,7.449121055460902e-05
NER,70B,wol,dst__false,3,0.6791277258566978,4535.539999999921,2.954749185667701,4.623384301732845,0.00014973470101833732
NER,70B,wol,dst__false,4,0.7149059334298119,4407.224999999977,3.1256914893616856,4.460754048582972,0.00016221226132766438
NER,70B,wol,dst__false,5,0.7103977669225401,9796.415000000037,6.479110449735474,9.623197445972531,7.251609562503603e-05
NER,70B,wol,dst__false,6,0.7229085774797036,9022.17499999993,6.100185936443496,8.810717773437432,8.0125754319741e-05
NER,70B,wol,dst__false,7,0.6767955801104972,4546.460999999894,2.9484182879376744,4.639245918367239,0.0001488620665855295
NER,70B,wol,dst__false,8,0.6805122879889235,4976.180000000051,3.2418110749186,5.062238046795576,0.00013675395343193302
NER,70B,yor,dst__false,1,0.5443722943722944,17453.047000000253,8.730888944472364,17.34895328031834,3.1190673718594033e-05
NER,70B,yor,dst__false,2,0.5850781480389265,16351.576000001281,9.652642266824841,16.48344354838839,3.578114721412057e-05
NER,70B,yor,dst__false,3,0.5474254742547425,6719.054999999702,3.3713271450073767,6.652529702970001,8.147358136743437e-05
NER,70B,yor,dst__false,4,0.585122022934431,6439.146999999881,3.778842136150165,6.471504522612945,9.086949295216306e-05
NER,70B,yor,dst__false,5,0.6169244767970883,16229.17199999839,10.143232499998994,15.957887905603137,3.8013305718686664e-05
NER,70B,yor,dst__false,6,0.6112266112266113,16800.105000000447,10.059943113772723,16.326632653061658,3.638230899310421e-05
NER,70B,yor,dst__false,7,0.5463388273439611,6887.083000000566,3.436668163672937,6.812149357072767,7.932804459361332e-05
NER,70B,yor,dst__false,8,0.5452084461288577,6725.4729999993,3.3677881822730593,6.678721946374677,8.106618614466439e-05
NER,70B,ewe,json__false,1,0.8309932397295893,10501.995000004768,5.713816648533606,6.571961827287089,7.912717914350673e-05
NER,70B,ewe,json__false,2,0.8258164852255054,8225.332000002265,4.4461254054066295,5.1634224733222,0.00010039916750172249
NER,70B,ewe,json__false,3,0.8356445814072933,7665.7210000008345,4.064539236479764,4.711567916411084,0.00010901056553026158
NER,70B,ewe,json__false,4,0.8332478193945613,8306.834000006318,4.395150264553608,5.115045566506353,0.00010030871200675583
NER,70B,ewe,json__false,5,0.8300051203277009,7815.039999999106,4.117513171759276,4.821122763725543,0.00010620612566638121
NER,70B,ewe,json__false,6,0.8447876447876449,8349.182999998331,4.448152903568637,5.087862888481616,0.00010118207311874872
NER,70B,ewe,json__false,7,0.8327715841327455,7187.142000004649,3.887042725800243,4.475181818184713,0.00011586964389074362
NER,70B,ewe,json__false,8,0.8057736135730564,7728.831999994814,3.9818815043765143,4.857845380260725,0.00010425554774299623
NER,70B,kin,json__false,1,0.665998663994656,26719.867000000027,8.91256404269514,13.400133901705129,2.4925223766819472e-05
NER,70B,kin,json__false,2,0.6897014424689702,19133.457999999984,6.437906460296092,9.306156614785985,3.604687884798298e-05
NER,70B,kin,json__false,3,0.6869361844303375,17759.774999999965,5.927828771695583,8.638022859922161,3.8679329238705946e-05
NER,70B,kin,json__false,4,0.7063558611437196,19577.023000000045,6.584938782374721,9.295832383665738,3.60808617910761e-05
NER,70B,kin,json__false,5,0.7091633466135457,19705.347999999998,6.494841133816743,9.225350187265917,3.598836958441667e-05
NER,70B,kin,json__false,6,0.7104825291181364,19677.054999999993,6.515581125827812,9.21641920374707,3.610715775903135e-05
NER,70B,kin,json__false,7,0.6937394247038917,18379.299,6.294280479452055,8.965511707317074,3.774569556237655e-05
NER,70B,kin,json__false,8,0.6800602712204921,19092.68400000001,6.4004974857526005,9.400632200886267,3.5618893143598444e-05
NER,70B,lug,json__false,1,0.791108865875221,14207.572999998927,7.086071321695226,9.07252426564427,5.5682196098889005e-05
NER,70B,lug,json__false,2,0.8161931103847122,10713.225999999791,5.29571230845269,6.6008786198396745,7.618555889558646e-05
NER,70B,lug,json__false,3,0.8093285494618145,9610.3219999969,4.933430184803337,6.086334388851742,8.421450909366778e-05
NER,70B,lug,json__false,4,0.8260432378079438,10478.36499999836,5.177057806323301,6.377580645160292,7.883321852293492e-05
NER,70B,lug,json__false,5,0.8411168766987891,10387.446000002325,4.962946010512338,6.103082256170579,8.09743681650524e-05
NER,70B,lug,json__false,6,0.8440413202317963,10296.004000000656,5.109679404466827,6.146868059701884,8.1977563356788e-05
NER,70B,lug,json__false,7,0.8096723868954758,9068.688999999315,4.793176004227967,5.824463070005982,8.928218697272969e-05
NER,70B,lug,json__false,8,0.8037337263571603,9622.785000000149,4.545481813887647,5.8818979217604825,8.352402411122641e-05
