task,model,language,param_changed,param_value,prompt_style,f1,energy_j,J_per_entity,J_per_TP,F1_per_J
NER,12B,yor,batch_size,512,8,0.23634881825590875,25908.266000000003,34.22492206076619,89.33884827586208,9.12252553898855e-06
NER,12B,zul,batch_size,512,1,0.44886938913263585,11864.015000000014,8.691586080586092,17.840624060150397,3.783452643414858e-05
NER,12B,zul,batch_size,512,2,0.479746835443038,7990.577000000048,5.115606274007713,10.54165831134571,6.003907295343441e-05
NER,12B,zul,batch_size,512,3,0.4117647058823529,4618.885999999999,2.7169917647058814,6.802483063328422,8.914805558793896e-05
NER,12B,zul,batch_size,512,4,0.46040061633281976,4873.722000000009,2.9591511839708615,6.524393574297201,9.446591667165647e-05
NER,12B,zul,batch_size,512,5,0.4493017607771706,4658.116999999969,2.7465312499999817,6.294752702702661,9.645566240117488e-05
NER,12B,zul,batch_size,512,6,0.47062621045836023,4974.777999999991,3.316518666666661,6.824112482853211,9.460245471423268e-05
NER,12B,zul,batch_size,512,7,0.4308093994778068,3384.722999999998,2.308815143246929,5.128368181818179,0.00012728054835737135
NER,12B,zul,batch_size,512,8,0.33178556352891514,16700.071999999927,21.660274967574484,42.49382188295147,1.9867313358224837e-05
NER,12B,ewe,block_size,128,1,0.6937250996015937,6946.819000000018,3.459571215139451,4.986948312993552,9.986226783821371e-05
NER,12B,ewe,block_size,128,2,0.719112455874937,4588.554999999993,2.3434908069458595,3.217780504908831,0.00015671871773901327
