task,model,language,format_mode,prompt_style,f1,energy_j,J_per_entity,J_per_TP,F1_per_J
EE,12B,en,dst__false,1,0.301264,1629.74,7.71929,22.3251,2.31068e-05
EE,12B,en,dst__false,2,0.310327,1686.58,7.57164,21.9037,2.29997e-05
EE,12B,en,dst__false,3,0.299871,1597.79,7.57694,22.0005,2.34599e-05
EE,12B,en,dst__false,4,0.311649,1679.41,7.55642,21.74,2.31963e-05
EE,12B,en,dst__false,5,0.318782,1614.18,7.37069,20.5628,2.4686e-05
EE,12B,en,dst__false,6,0.314054,736.16,3.35763,9.51418,5.33263e-05
EE,12B,en,dst__false,7,0.30214,1642.4,7.77009,22.4219,2.29952e-05
EE,12B,en,dst__false,8,0.306302,782.698,3.71828,10.5592,4.89176e-05
EE,12B,en,json__false,1,0,41.9084,,,
EE,12B,en,json__false,2,0.236081,702.101,3.62843,12.7365,4.20312e-05
EE,12B,en,json__false,3,0.129424,567.362,7.45303,25.0768,2.85145e-05
EE,12B,en,json__false,4,0.24546,345.254,2.25288,6.59196,8.88694e-05
EE,12B,en,json__false,5,0.238605,291.929,2.16044,5.98828,0.000102167
EE,12B,en,json__false,6,0.20071,612.147,5.3756,15.7465,4.09848e-05
EE,12B,en,json__false,7,0.189258,1230.7,7.39716,29.5664,1.92226e-05
EE,12B,en,json__false,8,0.249659,1367.26,7.38559,23.8822,2.28248e-05
EE,12B,en,json__json_xgrammar,1,0.289333,1690.4,3.95647,16.6747,2.13953e-05
EE,12B,en,json__json_xgrammar,2,0.320046,1610.26,4.1825,15.2812,2.48442e-05
EE,12B,en,json__json_xgrammar,3,0.330288,1497.62,5.47076,16.5712,2.75677e-05
EE,12B,en,json__json_xgrammar,4,0.354517,1492.17,5.38203,15.2847,2.96981e-05
EE,12B,en,json__json_xgrammar,5,0.345599,1489.68,5.65882,16.0613,2.89993e-05
EE,12B,en,json__json_xgrammar,6,0.345599,1484.03,5.63734,16.0003,2.91098e-05
EE,12B,en,json__json_xgrammar,7,0.284505,1766.16,4.35282,18.2785,2.01359e-05
EE,12B,en,json__json_xgrammar,8,0.320755,1564.28,5.52749,17.527,2.56312e-05
EE,12B,en,yaml__false,1,0.302122,1526.35,6.72032,20.1832,2.47422e-05
EE,12B,en,yaml__false,2,0.319128,1496.24,6.1637,18.1637,2.66609e-05
EE,12B,en,yaml__false,3,0.301199,1482.9,6.53259,19.6736,2.53894e-05
EE,12B,en,yaml__false,4,0.315483,1468.76,6.05985,18.0492,2.68495e-05
EE,12B,en,yaml__false,5,0.335241,1378.06,5.49575,15.682,3.04088e-05
EE,12B,en,yaml__false,6,0.334445,540.208,2.15008,6.15622,7.7388e-05
EE,12B,en,yaml__false,7,0.302622,1500.27,6.6055,19.8056,2.52139e-05
EE,12B,en,yaml__false,8,0.308497,772.638,3.38691,9.98563,4.99098e-05
EE,27B,en,dst__false,1,0.230816,2265.4,16.5358,47.8185,1.27359e-05
EE,27B,en,dst__false,2,0.296513,1786.82,7.47234,23.5108,2.0743e-05
EE,27B,en,dst__false,3,0.311733,1595.63,6.76833,20.1025,2.44208e-05
EE,27B,en,dst__false,4,0.286825,1450.99,6.02697,19.6745,2.47094e-05
EE,27B,en,dst__false,5,0.313088,1766.28,8.0883,22.9387,2.21572e-05
EE,27B,en,dst__false,6,0.331703,2031.71,8.55458,23.973,2.04078e-05
EE,27B,en,dst__false,7,0.292709,2363.71,11.7378,34.0102,1.54793e-05
EE,27B,en,dst__false,8,0.297025,2273.8,10.847,31.6906,1.63286e-05
EE,27B,en,json__false,1,0.315494,3974.99,13.0008,43.5019,9.92124e-06
EE,27B,en,json__false,2,0.335179,2593.38,7.72126,25.3941,1.61556e-05
EE,27B,en,json__false,3,0.301335,2657.29,12.4463,36.2152,1.41749e-05
EE,27B,en,json__false,4,0.332377,2483.02,9.96195,28.5815,1.67325e-05
EE,27B,en,json__false,5,0.352615,2379.28,8.91952,24.9793,1.85253e-05
EE,27B,en,json__false,6,0.355566,2434.25,9.40772,25.7252,1.82585e-05
EE,27B,en,json__false,7,0.29979,3354.96,12.8113,41.8064,1.11696e-05
EE,27B,en,json__false,8,0.328982,2924.67,11.5542,33.7624,1.40606e-05
EE,27B,en,json__json_xgrammar,1,0.305432,3180.49,8.52392,32.2075,1.20041e-05
EE,27B,en,json__json_xgrammar,2,0.324934,3080.48,8.88708,30.5755,1.31852e-05
EE,27B,en,json__json_xgrammar,3,0.296409,3103.16,14.2756,42.6551,1.19398e-05
EE,27B,en,json__json_xgrammar,4,0.332769,3010.12,12.3682,35.0014,1.38188e-05
EE,27B,en,json__json_xgrammar,5,0.353373,3030.53,11.1725,31.486,1.45756e-05
EE,27B,en,json__json_xgrammar,6,0.353599,2867.54,10.898,30.2244,1.54138e-05
EE,27B,en,json__json_xgrammar,7,0.294699,3330.08,11.7671,40.6108,1.1062e-05
EE,27B,en,json__json_xgrammar,8,0.330435,3266.81,12.6437,37.1756,1.26436e-05
EE,27B,en,yaml__false,1,0.316327,2775.1,12.818,35.8077,1.42484e-05
EE,27B,en,yaml__false,2,0.326251,2682.87,10.4799,31.0607,1.52007e-05
EE,27B,en,yaml__false,3,0.316807,2726.04,12.4976,35.0053,1.45269e-05
EE,27B,en,yaml__false,4,0.324669,2667.9,10.4419,31.0673,1.52118e-05
EE,27B,en,yaml__false,5,0.336142,2722.65,9.88706,29.5138,1.54327e-05
EE,27B,en,yaml__false,6,0.337053,2645.14,9.60558,28.5961,1.5928e-05
EE,27B,en,yaml__false,7,0.318135,2710.25,12.6352,34.9146,1.46728e-05
EE,27B,en,yaml__false,8,0.312245,2671.37,12.3389,34.9199,1.46107e-05
EE,4B,en,dst__false,1,0.215231,701.334,3.08788,13.0178,3.8361e-05
EE,4B,en,dst__false,2,0.225082,696.858,2.67251,11.5901,4.03744e-05
EE,4B,en,dst__false,3,0.211078,375.265,1.64952,7.09722,7.03095e-05
EE,4B,en,dst__false,4,0.22704,393.994,1.4995,6.47217,7.20315e-05
EE,4B,en,dst__false,5,0.251038,714.159,2.66229,10.5023,4.39395e-05
EE,4B,en,dst__false,6,0.248901,386.473,1.44814,5.7468,8.05042e-05
EE,4B,en,dst__false,7,0.211183,371.166,1.63329,7.01969,7.11215e-05
EE,4B,en,dst__false,8,0.212469,391.412,1.7186,7.35046,6.78533e-05
EE,4B,en,json__false,1,0.259795,880.25,2.35282,10.4636,3.68923e-05
EE,4B,en,json__false,2,0.285292,716.772,2.254,8.49508,4.97528e-05
EE,4B,en,json__false,3,0.260974,767.164,3.13448,11.3444,4.25226e-05
EE,4B,en,json__false,4,0.278738,695.107,2.58284,9.1915,5.01249e-05
EE,4B,en,json__false,5,0.277555,702.973,2.45152,9.04146,4.93537e-05
EE,4B,en,json__false,6,0.280543,675.506,2.42117,8.7162,5.19135e-05
EE,4B,en,json__false,7,0.168526,535.902,3.51988,14.938,3.9309e-05
EE,4B,en,json__false,8,0.148148,415.02,3.51712,14.311,4.46208e-05
EE,4B,en,json__json_xgrammar,1,0.247232,895.591,2.57817,11.6689,3.45068e-05
EE,4B,en,json__json_xgrammar,2,0.281773,663.565,2.04488,7.87614,5.30793e-05
EE,4B,en,json__json_xgrammar,3,0.25427,643.087,2.69356,9.87466,4.94238e-05
EE,4B,en,json__json_xgrammar,4,0.288575,704.212,2.55381,8.88595,5.12231e-05
EE,4B,en,json__json_xgrammar,5,0.269491,758.008,2.69514,10.1406,4.44406e-05
EE,4B,en,json__json_xgrammar,6,0.26977,689.612,2.4651,9.24104,4.88988e-05
EE,4B,en,json__json_xgrammar,7,0.237881,806.307,1.91921,9.77342,3.68781e-05
EE,4B,en,json__json_xgrammar,8,0.255282,921.138,3.0078,12.4478,3.46423e-05
EE,4B,en,yaml__false,1,0.0369231,362.15,1.07823,32.1911,1.27444e-05
EE,4B,en,yaml__false,2,0.0500841,403.876,1.0215,24.112,1.55011e-05
EE,4B,en,yaml__false,3,0.0346252,202.186,0.558717,18.3805,2.14068e-05
EE,4B,en,yaml__false,4,0.0546697,303.281,0.787743,16.849,2.25326e-05
EE,4B,en,yaml__false,5,0.236174,523.487,1.88305,8.0382,5.63944e-05
EE,4B,en,yaml__false,6,0.239096,354.478,1.26769,5.36073,8.43126e-05
EE,4B,en,yaml__false,7,0.132653,369.654,3.93249,15.1653,4.48572e-05
EE,4B,en,yaml__false,8,0.124143,408.547,4.48953,18.0573,3.7983e-05
EE,70B,en,dst__false,1,0.297953,2720.7,10.8072,34.7694,1.36892e-05
EE,70B,en,dst__false,2,0.310777,2489.8,9.0497,29.2058,1.56025e-05
EE,70B,en,dst__false,3,0.30881,1385.52,5.32892,16.8197,2.78605e-05
EE,70B,en,dst__false,4,0.301606,1448.53,5.49464,17.883,2.6027e-05
EE,70B,en,dst__false,5,0.329892,2508.18,9.24248,27.9074,1.64408e-05
EE,70B,en,dst__false,6,0.322521,1304.72,4.83455,14.8899,3.08994e-05
EE,70B,en,dst__false,7,0.3126,1411.56,5.2063,16.5822,2.76822e-05
EE,70B,en,dst__false,8,0.307151,1328.19,5.1158,16.2222,2.89069e-05
EE,70B,en,json__false,1,0.295011,4237.68,11.7591,45.3228,8.70201e-06
EE,70B,en,json__false,2,0.307205,2972.83,9.34485,32.7134,1.29172e-05
EE,70B,en,json__false,3,0.32409,2931.74,11.9724,34.9017,1.38181e-05
EE,70B,en,json__false,4,0.34287,2484.49,9.4154,26.9687,1.72506e-05
EE,70B,en,json__false,5,0.345399,2580.37,10.1241,28.2781,1.6732e-05
EE,70B,en,json__false,6,0.354478,2535.14,10.0352,27.1865,1.74782e-05
EE,70B,en,json__false,7,0.315588,2681.69,8.55403,28.9521,1.47103e-05
EE,70B,en,json__false,8,0.341291,3778.14,12.9388,39.1517,1.12916e-05
EE,70B,en,json__json_xgrammar,1,0.296992,2694.17,7.11096,27.8107,1.37794e-05
EE,70B,en,json__json_xgrammar,2,0.314298,2425.66,7.43497,25.7365,1.61965e-05
EE,70B,en,json__json_xgrammar,3,0.321584,2404.24,9.84338,28.8798,1.67196e-05
EE,70B,en,json__json_xgrammar,4,0.341781,2370.96,8.97666,25.8064,1.80191e-05
EE,70B,en,json__json_xgrammar,5,0.348299,2324.38,9.09739,25.2308,1.87307e-05
EE,70B,en,json__json_xgrammar,6,0.352969,2242.18,8.79718,24.0448,1.96778e-05
EE,70B,en,json__json_xgrammar,7,0.307174,2515.62,7.84598,27.5684,1.52634e-05
EE,70B,en,json__json_xgrammar,8,0.340537,2834.69,9.47659,29.0737,1.50165e-05
EE,70B,en,yaml__false,1,0.303662,2464.38,9.2733,30.0993,1.54026e-05
EE,70B,en,yaml__false,2,0.315719,2449.41,8.60198,27.7948,1.6112e-05
EE,70B,en,yaml__false,3,0.304753,1207.21,4.59016,14.7671,3.15555e-05
EE,70B,en,yaml__false,4,0.316633,1394.35,4.84359,15.6889,2.83854e-05
EE,70B,en,yaml__false,5,0.339036,2817.43,9.99974,29.9328,1.50419e-05
EE,70B,en,yaml__false,6,0.33596,1391.39,4.94059,14.9211,3.0182e-05
EE,70B,en,yaml__false,7,0.30454,1445.33,5.48772,17.6798,2.63383e-05
EE,70B,en,yaml__false,8,0.314511,1311.34,4.64807,15.0082,2.998e-05
NER,12B,ar,dst__false,1,0.0847552,23919.9,4.92381,35.0218,3.54329e-06
NER,12B,ar,dst__false,2,0.0846712,23837.8,4.89081,34.9016,3.55197e-06
NER,12B,ar,dst__false,3,0.0845629,23752.6,4.87634,34.8279,3.56015e-06
NER,12B,ar,dst__false,4,0.0848899,23821,4.90547,34.826,3.56366e-06
NER,12B,ar,dst__false,5,0.0853598,23760.1,4.88791,34.5351,3.59257e-06
NER,12B,ar,dst__false,6,0.0845175,23695.7,4.87968,34.7955,3.56678e-06
NER,12B,ar,dst__false,7,0.0846206,23910.8,4.91992,35.0598,3.53901e-06
NER,12B,ar,dst__false,8,0.0847079,23710.8,4.87175,34.7157,3.57255e-06
NER,12B,ar,dst__false,9,0.0451359,42089.5,24.4139,143.65,1.07238e-06
NER,12B,ar,json__false,1,0.0772417,51548.6,13.9058,89.1845,1.49842e-06
NER,12B,ar,json__false,2,0.0770015,125776,23.2231,195.913,6.1221e-07
NER,12B,ar,json__false,3,0.0799143,166651,36.1656,262.856,4.79531e-07
NER,12B,ar,json__false,4,0.0823307,103542,18.1748,148.341,7.95146e-07
NER,12B,ar,json__false,5,0.083169,148245,29.81,219.622,5.61024e-07
NER,12B,ar,json__false,6,0.084295,85941.4,17.3759,125.829,9.80842e-07
NER,12B,ar,json__false,7,0.0761939,49346.3,9.123,77.7107,1.54407e-06
NER,12B,ar,json__false,8,0.0654211,94942.7,17.9816,175.495,6.89059e-07
NER,12B,ar,json__false,9,0.0779289,168297,41.6887,282.378,4.63043e-07
NER,12B,ar,json__json_xgrammar,1,0.0825265,33828,8.19081,53.2725,2.43959e-06
NER,12B,ar,json__json_xgrammar,2,0.0793214,41052.1,7.03428,60.5488,1.93222e-06
NER,12B,ar,json__json_xgrammar,3,0.0817909,29737.9,6.28309,45.4707,2.7504e-06
NER,12B,ar,json__json_xgrammar,4,0.0842415,41148.6,7.19885,57.5505,2.04725e-06
NER,12B,ar,json__json_xgrammar,5,0.0837181,41571.3,8.3376,61.1342,2.01384e-06
NER,12B,ar,json__json_xgrammar,6,0.0834568,43471,8.79801,64.3062,1.91983e-06
NER,12B,ar,json__json_xgrammar,7,0.0766034,29731.8,5.5615,46.7481,2.57648e-06
NER,12B,ar,json__json_xgrammar,8,0.0789309,47452.8,9.97957,75.0836,1.66336e-06
NER,12B,ar,json__json_xgrammar,9,0.0816069,37590.3,8.22006,58.1894,2.17095e-06
NER,12B,ar,yaml__false,1,0.0853014,156254,35.1132,233.214,5.45916e-07
NER,12B,ar,yaml__false,2,0.0856674,122461,26.6626,180.355,6.99547e-07
NER,12B,ar,yaml__false,3,0.0846071,130685,28.9895,195.929,6.47413e-07
NER,12B,ar,yaml__false,4,0.0834939,82868.1,19.2225,127.489,1.00755e-06
NER,12B,ar,yaml__false,5,0.0843427,20590.9,4.56562,30.9638,4.09611e-06
NER,12B,ar,yaml__false,6,0.0831149,203515,46.4435,313.101,4.08396e-07
NER,12B,ar,yaml__false,7,0.0854657,33795.2,7.52677,50.2158,2.52893e-06
NER,12B,ar,yaml__false,8,0.0846736,111511,24.9354,167.434,7.5933e-07
NER,12B,ar,yaml__false,9,0.0558442,210943,81.1008,545.073,2.64735e-07
NER,12B,de,dst__false,1,0.745283,25815.3,2.0871,2.64041,2.88698e-05
NER,12B,de,dst__false,2,0.746374,26134.3,2.1071,2.66568,2.85592e-05
NER,12B,de,dst__false,3,0.744786,26002.7,2.10429,2.66257,2.86426e-05
NER,12B,de,dst__false,4,0.742203,25924.6,2.10307,2.66687,2.86293e-05
NER,12B,de,dst__false,5,0.744566,25835.2,2.09124,2.64651,2.88198e-05
NER,12B,de,dst__false,6,0.744463,25847.8,2.09803,2.6516,2.88018e-05
NER,12B,de,dst__false,7,0.74246,25734.7,2.09379,2.65006,2.88505e-05
NER,12B,de,dst__false,8,0.744445,25731,2.08754,2.63908,2.89318e-05
NER,12B,de,dst__false,9,0.588111,35950.5,4.09739,5.39959,1.63589e-05
NER,12B,de,json__false,1,0.684595,44756.6,3.82045,5.11095,1.5296e-05
NER,12B,de,json__false,2,0.708197,40848.5,3.2248,4.34744,1.73371e-05
NER,12B,de,json__false,3,0.674945,37338.7,2.93867,4.16355,1.80763e-05
NER,12B,de,json__false,4,0.712415,42525.9,3.19167,4.39045,1.67525e-05
NER,12B,de,json__false,5,0.724232,42206.4,3.267,4.35117,1.71593e-05
NER,12B,de,json__false,6,0.72405,45284.7,3.56516,4.70784,1.59888e-05
NER,12B,de,json__false,7,0.715268,31843.1,2.55665,3.38252,2.24623e-05
NER,12B,de,json__false,8,0.639345,97419.1,9.22792,12.4768,6.56283e-06
NER,12B,de,json__false,9,0.698044,62132.6,5.00504,6.77342,1.12348e-05
NER,12B,de,json__json_xgrammar,1,0.722913,44388.4,3.4391,4.58653,1.62861e-05
NER,12B,de,json__json_xgrammar,2,0.719516,43509.7,3.32414,4.48646,1.65369e-05
NER,12B,de,json__json_xgrammar,3,0.71141,61806.5,4.44491,6.25636,1.15103e-05
NER,12B,de,json__json_xgrammar,4,0.714014,42244.3,3.14458,4.33409,1.6902e-05
NER,12B,de,json__json_xgrammar,5,0.725672,44603.5,3.44908,4.58695,1.62694e-05
NER,12B,de,json__json_xgrammar,6,0.727634,46035.6,3.58672,4.73861,1.58059e-05
NER,12B,de,json__json_xgrammar,7,0.727423,33165.3,2.60079,3.42546,2.19333e-05
NER,12B,de,json__json_xgrammar,8,0.729806,73737.2,5.65209,7.50811,9.8974e-06
NER,12B,de,json__json_xgrammar,9,0.701285,49845.9,3.66164,5.17288,1.40691e-05
NER,12B,de,yaml__false,1,0.72593,145657,11.4872,15.1159,4.98383e-06
NER,12B,de,yaml__false,2,0.729429,117589,9.19883,12.0976,6.20322e-06
NER,12B,de,yaml__false,3,0.741414,152596,11.5752,15.217,4.85869e-06
NER,12B,de,yaml__false,4,0.73346,115407,8.88363,11.7165,6.35541e-06
NER,12B,de,yaml__false,5,0.731934,137670,10.7111,14.0781,5.31659e-06
NER,12B,de,yaml__false,6,0.74048,77582.5,5.9097,7.76213,9.54442e-06
NER,12B,de,yaml__false,7,0.730339,55699.4,4.32684,5.70398,1.31122e-05
NER,12B,de,yaml__false,8,0.737504,130874,10.0665,13.2089,5.63522e-06
NER,12B,de,yaml__false,9,0.598331,138710,13.7309,19.3431,4.31355e-06
NER,12B,en,dst__false,1,0.57286,26941.3,2.07385,3.49026,2.12632e-05
NER,12B,en,dst__false,2,0.573321,27121.2,2.07555,3.50086,2.11392e-05
NER,12B,en,dst__false,3,0.573387,27079.4,2.07728,3.49909,2.11742e-05
NER,12B,en,dst__false,4,0.573345,27282.4,2.09478,3.52714,2.10152e-05
NER,12B,en,dst__false,5,0.573852,27174.6,2.08474,3.50866,2.11173e-05
NER,12B,en,dst__false,6,0.572584,27133.4,2.08654,3.51514,2.11025e-05
NER,12B,en,dst__false,7,0.573378,27086.1,2.08163,3.50312,2.11687e-05
NER,12B,en,dst__false,8,0.573885,27065.8,2.07831,3.49598,2.12033e-05
NER,12B,en,dst__false,9,0.446971,34003.1,3.47218,6.406,1.3145e-05
NER,12B,en,json__false,1,0.552883,50099.1,4.1798,6.98537,1.10358e-05
NER,12B,en,json__false,2,0.574781,62273.8,4.92945,8.14889,9.2299e-06
NER,12B,en,json__false,3,0.561968,35194.4,2.62586,4.57783,1.59675e-05
NER,12B,en,json__false,4,0.586235,42244.3,3.18345,5.29311,1.38772e-05
NER,12B,en,json__false,5,0.585197,44603.5,3.39345,5.62465,1.312e-05
NER,12B,en,json__false,6,0.581512,46035.6,3.48332,5.82655,1.26318e-05
NER,12B,en,json__false,7,0.578919,33165.3,2.69987,4.36615,1.74556e-05
NER,12B,en,json__false,8,0.519379,73737.2,6.08041,10.8853,7.04365e-06
NER,12B,en,json__false,9,0.582588,49845.9,3.8411,6.35303,1.16878e-05
NER,12B,en,json__json_xgrammar,1,0.556019,37101.3,3.05386,5.11179,1.49865e-05
NER,12B,en,json__json_xgrammar,2,0.559809,41919.4,3.47648,5.75658,1.33544e-05
NER,12B,en,json__json_xgrammar,3,0.564,29947.9,2.23076,3.87826,1.88327e-05
NER,12B,en,json__json_xgrammar,4,0.597619,42756.9,3.10688,5.162,1.39771e-05
NER,12B,en,json__json_xgrammar,5,0.590091,43501,3.23885,5.38312,1.3565e-05
NER,12B,en,json__json_xgrammar,6,0.587673,44346.6,3.2942,5.50411,1.32518e-05
NER,12B,en,json__json_xgrammar,7,0.584223,32576.7,2.61451,4.22143,1.79337e-05
NER,12B,en,json__json_xgrammar,8,0.569271,48987.4,3.46936,6.12955,1.16208e-05
NER,12B,en,json__json_xgrammar,9,0.593849,39138.9,2.86062,4.76897,1.51729e-05
NER,12B,en,yaml__false,1,0.590631,28634.4,2.16993,3.57082,2.06267e-05
NER,12B,en,yaml__false,2,0.588843,28968.4,2.20075,3.62785,2.03271e-05
NER,12B,en,yaml__false,3,0.591035,28867.7,2.19576,3.60395,2.04739e-05
NER,12B,en,yaml__false,4,0.590329,28901,2.19346,3.60857,2.04259e-05
NER,12B,en,yaml__false,5,0.589497,28538.5,2.16578,3.5682,2.06562e-05
NER,12B,en,yaml__false,6,0.589254,28575.6,2.16843,3.57419,2.06209e-05
NER,12B,en,yaml__false,7,0.576132,48261.7,3.77871,6.26776,1.19377e-05
NER,12B,en,yaml__false,8,0.589907,30428,2.30358,3.79733,1.9387e-05
NER,12B,en,yaml__false,9,0.534659,47950,3.87193,6.80914,1.11504e-05
NER,12B,es,dst__false,1,0.74296,21073.1,1.72138,2.31522,3.52562e-05
NER,12B,es,dst__false,2,0.742796,21033,1.72302,2.31462,3.53158e-05
NER,12B,es,dst__false,3,0.743398,21095.6,1.72336,2.31642,3.52395e-05
NER,12B,es,dst__false,4,0.744044,21145.6,1.72589,2.31885,3.51867e-05
NER,12B,es,dst__false,5,0.743491,21119.8,1.72463,2.31831,3.52036e-05
NER,12B,es,dst__false,6,0.742512,20976.2,1.71781,2.30888,3.53978e-05
NER,12B,es,dst__false,7,0.744256,21054.7,1.71945,2.30888,3.53488e-05
NER,12B,es,dst__false,8,0.742233,20855.9,1.70894,2.29716,3.55886e-05
NER,12B,es,dst__false,9,0.580312,31383.9,3.8904,5.3211,1.84908e-05
NER,12B,es,json__false,1,0.656369,43815.4,4.06149,5.79262,1.49803e-05
NER,12B,es,json__false,2,0.710196,46741.4,3.77953,5.34493,1.51941e-05
NER,12B,es,json__false,3,0.695341,38610.7,2.99936,4.41871,1.8009e-05
NER,12B,es,json__false,4,0.699869,47657.4,3.69466,5.41316,1.46854e-05
NER,12B,es,json__false,5,0.710383,47559.5,3.82158,5.41989,1.49367e-05
NER,12B,es,json__false,6,0.707891,47749.4,3.78123,5.42052,1.48251e-05
NER,12B,es,json__false,7,0.718978,30302,2.5567,3.49584,2.37271e-05
NER,12B,es,json__false,8,0.633771,83499.2,7.57293,11.3158,7.59015e-06
NER,12B,es,json__false,9,0.685577,51280.7,4.44527,6.28671,1.33691e-05
NER,12B,es,json__json_xgrammar,1,0.699158,44633.9,3.69639,5.24672,1.56643e-05
NER,12B,es,json__json_xgrammar,2,0.712871,48589.3,3.86058,5.48659,1.46714e-05
NER,12B,es,json__json_xgrammar,3,0.695561,54744.9,4.38064,6.35829,1.27055e-05
NER,12B,es,json__json_xgrammar,4,0.701699,43609.9,3.38613,4.94444,1.60903e-05
NER,12B,es,json__json_xgrammar,5,0.710868,70812.3,5.69002,8.06427,1.00388e-05
NER,12B,es,json__json_xgrammar,6,0.708083,35706.3,2.85719,4.07373,1.98308e-05
NER,12B,es,json__json_xgrammar,7,0.722381,35969.4,3.04129,4.13441,2.00832e-05
NER,12B,es,json__json_xgrammar,8,0.705931,184986,15.2817,21.5099,3.81614e-06
NER,12B,es,json__json_xgrammar,9,0.689324,217414,17.6215,25.6445,3.17055e-06
NER,12B,es,yaml__false,1,0.706122,25948.9,2.1083,2.99158,2.7212e-05
NER,12B,es,yaml__false,2,0.705667,25820.3,2.09853,2.97915,2.73299e-05
NER,12B,es,yaml__false,3,0.705634,26002.7,2.10975,2.99777,2.71369e-05
NER,12B,es,yaml__false,4,0.706361,25877.6,2.10199,2.98198,2.72962e-05
NER,12B,es,yaml__false,5,0.707473,25898.9,2.10645,2.98168,2.73168e-05
NER,12B,es,yaml__false,6,0.706012,25944.8,2.10779,2.99144,2.72121e-05
NER,12B,es,yaml__false,7,0.706241,25921.4,2.10435,2.98668,2.72455e-05
NER,12B,es,yaml__false,8,0.7064,26118.4,2.12276,3.01042,2.70461e-05
NER,12B,es,yaml__false,9,0.637757,45315.8,3.91971,5.96575,1.40736e-05
NER,12B,fr,dst__false,1,0.157771,65965.5,42.1774,55.9979,2.39173e-06
NER,12B,fr,dst__false,2,0.73204,66756.9,5.24942,6.99171,1.09658e-05
NER,12B,fr,dst__false,3,0.704937,97859,8.23036,10.9917,7.2036e-06
NER,12B,fr,dst__false,4,0.706649,207366,17.3397,23.172,3.40774e-06
NER,12B,fr,dst__false,5,0.69584,56859.1,4.88858,6.53703,1.2238e-05
NER,12B,fr,dst__false,6,0.6979,66727.9,5.68768,7.6182,1.04589e-05
NER,12B,fr,dst__false,7,0.693091,116826,10.086,13.5106,5.93266e-06
NER,12B,fr,dst__false,8,0.316244,7571.02,2.14902,2.83452,4.17704e-05
NER,12B,fr,dst__false,9,0.171099,26474.7,15.4823,20.523,6.46274e-06
NER,12B,fr,json__false,1,0.709176,54845,4.62866,6.13341,1.29306e-05
NER,12B,fr,json__false,2,0.67212,126941,11.333,15.3737,5.29476e-06
NER,12B,fr,json__false,3,0.66479,50414.4,4.2551,6.0146,1.31865e-05
NER,12B,fr,json__false,4,0.679203,108089,9.13148,12.6273,6.28372e-06
NER,12B,fr,json__false,5,0.680773,138406,11.947,16.2946,4.91866e-06
NER,12B,fr,json__false,6,0.684125,71403,6.01441,8.26998,9.58118e-06
NER,12B,fr,json__false,7,0.700274,39604.4,3.34949,4.48978,1.76817e-05
NER,12B,fr,json__false,8,0.612602,115409,10.321,15.347,5.30808e-06
NER,12B,fr,json__false,9,0.687013,62965,5.16615,7.17223,1.0911e-05
NER,12B,fr,json__json_xgrammar,1,0.704198,148966,12.3623,16.6442,4.72724e-06
NER,12B,fr,json__json_xgrammar,2,0.683353,104254,9.01769,12.2392,6.55473e-06
NER,12B,fr,json__json_xgrammar,3,0.675448,110250,9.2554,12.9129,6.1265e-06
NER,12B,fr,json__json_xgrammar,4,0.683331,62163.4,5.20022,7.18486,1.09925e-05
NER,12B,fr,json__json_xgrammar,5,0.710579,63148.6,5.11988,6.91509,1.12525e-05
NER,12B,fr,json__json_xgrammar,6,0.699049,53911.4,4.38911,6.01287,1.29666e-05
NER,12B,fr,json__json_xgrammar,7,0.701739,74304.9,6.31844,8.42746,9.44405e-06
NER,12B,fr,json__json_xgrammar,8,0.702945,97025.7,7.5914,10.5566,7.24493e-06
NER,12B,fr,json__json_xgrammar,9,0.702952,74387.6,5.69976,8.01073,9.44986e-06
NER,12B,fr,yaml__false,1,0.718192,76010.4,6.07063,8.1758,9.44861e-06
NER,12B,fr,yaml__false,2,0.720231,58341.5,4.60979,6.22509,1.23451e-05
NER,12B,fr,yaml__false,3,0.731421,72122.1,5.5978,7.51194,1.01414e-05
NER,12B,fr,yaml__false,4,0.698729,53779.9,4.49778,6.0782,1.29924e-05
NER,12B,fr,yaml__false,5,0.729033,84179.2,6.54429,8.80352,8.66049e-06
NER,12B,fr,yaml__false,6,0.724699,104815,8.25514,11.0975,6.91405e-06
NER,12B,fr,yaml__false,7,0.670484,52980.5,4.78206,6.46419,1.26553e-05
NER,12B,fr,yaml__false,8,0.728243,70931.3,5.51394,7.4258,1.02669e-05
NER,12B,fr,yaml__false,9,0.664938,121666,9.46153,13.9525,5.46529e-06
NER,12B,hi,dst__false,1,0.667445,8027.38,5.99058,9.36683,8.31462e-05
NER,12B,hi,dst__false,2,0.666925,34386.9,25.5096,40.0313,1.93948e-05
NER,12B,hi,dst__false,3,0.667966,29068.2,21.7251,33.9186,2.29792e-05
NER,12B,hi,dst__false,4,0.667705,12536.2,9.36238,14.628,5.32621e-05
NER,12B,hi,dst__false,5,0.666667,36551.8,27.3386,42.7506,1.8239e-05
NER,12B,hi,dst__false,6,0.668226,6032.8,4.51219,7.03944,0.000110766
NER,12B,hi,dst__false,7,0.66537,1583.73,1.18013,1.85232,0.000420127
NER,12B,hi,dst__false,8,0.667964,93330.5,69.5977,108.777,7.15698e-06
NER,12B,hi,dst__false,9,0.509108,54331,59.5082,99.6898,9.37049e-06
