task,model,language,format_mode,prompt_style,f1,energy_j,J_per_entity,J_per_TP,F1_per_J
NER,70B,zh,json__false,9,0.40786,82699.8,13.1311,21.5364,4.93181e-06
NER,70B,zh,json__json_xgrammar,1,0.567776,53824.1,4.25352,7.52785,1.05487e-05
NER,70B,zh,json__json_xgrammar,2,0.574638,58756.1,4.67208,8.14473,9.78005e-06
NER,70B,zh,json__json_xgrammar,3,0.565353,51948.7,4.19144,7.3728,1.08829e-05
NER,70B,zh,json__json_xgrammar,4,0.570925,53666,4.31468,7.5289,1.06385e-05
NER,70B,zh,json__json_xgrammar,5,0.569622,58596.5,4.82792,8.33995,9.72109e-06
NER,70B,zh,json__json_xgrammar,6,0.563063,56037,4.63345,8.08265,1.00481e-05
NER,70B,zh,json__json_xgrammar,7,0.559723,48451.6,4.02154,7.0434,1.15522e-05
NER,70B,zh,json__json_xgrammar,8,0.564601,59312.6,4.79604,8.43828,9.51907e-06
NER,70B,zh,json__json_xgrammar,9,0.560604,54240.9,4.2442,7.64495,1.03354e-05
NER,70B,zh,yaml__false,1,0.574346,49339.8,4.06089,6.96103,1.16406e-05
NER,70B,zh,yaml__false,2,0.575359,38162.2,3.11375,5.35159,1.50767e-05
NER,70B,zh,yaml__false,3,0.570173,37691.7,3.13158,5.38145,1.51273e-05
NER,70B,zh,yaml__false,4,0.571104,37921.9,3.13923,5.39583,1.506e-05
NER,70B,zh,yaml__false,5,0.575262,38230.5,3.1298,5.37097,1.50472e-05
NER,70B,zh,yaml__false,6,0.566493,37792.8,3.17613,5.46139,1.49894e-05
NER,70B,zh,yaml__false,7,0.575745,38051.5,3.11336,5.33981,1.51307e-05
NER,70B,zh,yaml__false,8,0.570709,38685.8,3.20539,5.5108,1.47524e-05
NER,70B,zh,yaml__false,9,0.566318,66467.4,4.70233,8.80246,8.52024e-06
RE,12B,en,dst__false,1,0.00557422,5881.3,3.35093,644.526,1.18473e-07
RE,12B,en,dst__false,2,0.0635035,6812.45,3.47353,61.6512,1.16521e-06
RE,12B,en,dst__false,3,0.00561236,6000.02,3.46247,657.537,1.16924e-07
RE,12B,en,dst__false,4,0.0588467,5643.41,3.41069,60.4382,1.30344e-06
RE,12B,en,dst__false,5,0.0670482,5467.02,3.18986,50.4454,1.53302e-06
RE,12B,en,dst__false,6,0.069062,6294.32,3.70418,56.6418,1.37151e-06
RE,12B,en,dst__false,7,0.00524357,5692.11,3.96076,734.466,1.1515e-07
RE,12B,en,dst__false,8,0.00535168,6037.03,4.23912,766.607,1.10809e-07
RE,12B,en,json__false,1,0.112919,5766.26,5.98781,41.1508,2.44783e-06
RE,12B,en,json__false,2,0.149723,5509.59,4.71812,27.3939,3.39688e-06
RE,12B,en,json__false,3,0.137799,6056.87,6.78831,36.4597,2.84385e-06
RE,12B,en,json__false,4,0.157168,5779.22,4.52385,26.2991,3.39941e-06
RE,12B,en,json__false,5,0.167529,5696.84,4.27891,23.8611,3.67593e-06
RE,12B,en,json__false,6,0.170211,5818.64,4.36835,23.982,3.65659e-06
RE,12B,en,json__false,7,0.143204,3851.43,3.64675,20.8891,4.64776e-06
RE,12B,en,json__false,8,0.138859,4580.63,3.63795,23.7492,3.78929e-06
RE,12B,en,json__json_xgrammar,1,0.117262,6991.63,6.72595,46.6109,2.09647e-06
RE,12B,en,json__json_xgrammar,2,0.152914,6976.72,5.69761,33.2621,2.73971e-06
RE,12B,en,json__json_xgrammar,3,0.134477,6542.66,6.08903,37.5206,2.56924e-06
RE,12B,en,json__json_xgrammar,4,0.15523,7064.24,5.60265,32.7427,2.74675e-06
RE,12B,en,json__json_xgrammar,5,0.166021,7406.39,5.469,31.054,2.80199e-06
RE,12B,en,json__json_xgrammar,6,0.171458,7322.42,5.43912,29.8114,2.92694e-06
RE,12B,en,json__json_xgrammar,7,0.144999,6745.45,6.09345,35.4324,2.68698e-06
RE,12B,en,json__json_xgrammar,8,0.140475,7366.64,5.80108,37.6089,2.38364e-06
RE,12B,en,yaml__false,1,0.00829517,5796.22,4.21735,483.018,1.78892e-07
RE,12B,en,yaml__false,2,0.0693408,6589.18,4.56078,64.1283,1.31543e-06
RE,12B,en,yaml__false,3,0.00751036,5920.64,4.29927,544.426,1.58563e-07
RE,12B,en,yaml__false,4,0.0690196,5690.06,4.21525,57.4754,1.51623e-06
RE,12B,en,yaml__false,5,0.0813176,5409.12,3.91894,45.8886,1.87918e-06
RE,12B,en,yaml__false,6,0.0790484,6202.57,4.29392,52.9568,1.59306e-06
RE,12B,en,yaml__false,7,0.0079721,5602.97,4.51579,509.361,1.77854e-07
RE,12B,en,yaml__false,8,0.00662526,5993.28,5.00274,665.92,1.38181e-07
RE,27B,en,dst__false,1,0.0159167,2595.72,2.53087,128.184,7.66486e-07
RE,27B,en,dst__false,2,0.0643453,2474.96,2.51713,30.7449,3.24981e-06
RE,27B,en,dst__false,3,0.0147815,2470.28,2.38674,130.876,7.47966e-07
RE,27B,en,dst__false,4,0.0667934,2486.5,2.37942,29.0394,3.35781e-06
RE,27B,en,dst__false,5,0.0686993,2523.81,2.4282,28.7205,3.40256e-06
RE,27B,en,dst__false,6,0.066735,2552.95,2.44653,29.8591,3.26754e-06
RE,27B,en,dst__false,7,0.0125969,2507.65,2.55427,159.216,6.2792e-07
RE,27B,en,dst__false,8,0.0159359,2470.45,2.30965,119.78,8.06323e-07
RE,27B,en,json__false,1,0.108485,19161.5,21.2169,145.854,7.07699e-07
RE,27B,en,json__false,2,0.13767,30718.4,37.2119,190.354,5.60209e-07
RE,27B,en,json__false,3,0.122058,18841,27.5051,140.082,8.09787e-07
RE,27B,en,json__false,4,0.146275,32694.4,41.9226,194.465,5.59251e-07
RE,27B,en,json__false,5,0.169739,19900.1,23.673,99.3765,1.06619e-06
RE,27B,en,json__false,6,0.165846,30610.8,35.2913,154.698,6.77236e-07
RE,27B,en,json__false,7,0.109803,29107.5,42.9156,241.306,4.71539e-07
RE,27B,en,json__false,8,0.131289,29926.6,34.0655,190.161,5.48382e-07
RE,27B,en,json__json_xgrammar,1,0.131912,12312.5,10.3521,68.9294,1.3392e-06
RE,27B,en,json__json_xgrammar,2,0.184656,12908.7,9.86901,49.4585,1.7881e-06
RE,27B,en,json__json_xgrammar,3,0.156317,11680.4,11.6425,59.2536,1.67286e-06
RE,27B,en,json__json_xgrammar,4,0.198308,12778.7,10.1549,46.4048,1.93983e-06
RE,27B,en,json__json_xgrammar,5,0.218554,12989.3,10.1827,42.5356,2.10321e-06
RE,27B,en,json__json_xgrammar,6,0.213775,13065.6,9.92918,43.1206,2.04522e-06
RE,27B,en,json__json_xgrammar,7,0.160826,12050,11.3679,58.1071,1.66833e-06
RE,27B,en,json__json_xgrammar,8,0.161663,13061.7,10.5209,58.5396,1.54711e-06
RE,27B,en,yaml__false,1,0.01399,2530.85,2.32161,138.677,6.90976e-07
RE,27B,en,yaml__false,2,0.081897,2639.97,2.66562,25.6931,3.87775e-06
RE,27B,en,yaml__false,3,0.0133249,2351.67,2.23649,137.324,7.08268e-07
RE,27B,en,yaml__false,4,0.0828721,2380.58,2.20731,22.1192,4.35147e-06
RE,27B,en,yaml__false,5,0.0823554,2871.85,3.15718,28.7185,3.5846e-06
RE,27B,en,yaml__false,6,0.0878101,2766.71,2.6587,24.6203,3.96726e-06
RE,27B,en,yaml__false,7,0.0156349,2561.26,2.08,119.128,7.63051e-07
RE,27B,en,yaml__false,8,0.0150279,2353.28,1.94586,114.794,7.98245e-07
RE,4B,en,dst__false,1,0.00520259,3104.49,1.87852,376.302,2.09478e-07
RE,4B,en,dst__false,2,0.0283541,2821.78,1.62674,61.1767,1.25604e-06
RE,4B,en,dst__false,3,0.00510591,2632.11,1.63004,329.013,2.42482e-07
RE,4B,en,dst__false,4,0.0279576,2744.08,1.57254,60.1441,1.27354e-06
RE,4B,en,dst__false,5,0.0327809,3111.64,1.63965,55.565,1.31687e-06
RE,4B,en,dst__false,6,0.032271,2999.74,1.57446,54.294,1.34474e-06
RE,4B,en,dst__false,7,0.00517413,2776.58,1.71209,341.733,2.32936e-07
RE,4B,en,dst__false,8,0.00488352,2513.31,1.56703,329.615,2.42882e-07
RE,4B,en,json__false,1,0.0392597,3069,3.29027,63.7714,1.59904e-06
RE,4B,en,json__false,2,0.0660506,3020.75,2.43535,33.1496,2.7332e-06
RE,4B,en,json__false,3,0.0564103,2928.82,3.79197,45.3202,2.40755e-06
RE,4B,en,json__false,4,0.0660502,2836.44,2.73787,33.617,2.91079e-06
RE,4B,en,json__false,5,0.0748044,3019.53,2.42532,29.2095,3.09669e-06
RE,4B,en,json__false,6,0.0751913,3077.41,2.35411,28.9639,3.05416e-06
RE,4B,en,json__false,7,0.0594018,2984.21,3.47405,42.2543,2.48817e-06
RE,4B,en,json__false,8,0.0958972,3105.47,2.49535,23.4375,3.86002e-06
RE,4B,en,json__json_xgrammar,1,0.0414487,3087.83,3.27796,60.5458,1.6779e-06
RE,4B,en,json__json_xgrammar,2,0.0689686,2943.83,2.32714,30.6649,2.92852e-06
RE,4B,en,json__json_xgrammar,3,0.0346698,2638.46,7.12375,80.5636,1.64252e-06
RE,4B,en,json__json_xgrammar,4,0.0671395,2794.94,2.65143,32.3582,3.00273e-06
RE,4B,en,json__json_xgrammar,5,0.0738698,3111.12,2.49663,30.4638,2.96798e-06
RE,4B,en,json__json_xgrammar,6,0.0798159,3012.49,2.30599,26.7183,3.31187e-06
RE,4B,en,json__json_xgrammar,7,0.0482368,2754.67,4.12222,52.2213,2.18886e-06
RE,4B,en,json__json_xgrammar,8,0.0938912,2509.77,2.01164,19.3245,4.67629e-06
RE,4B,en,yaml__false,1,0.00320277,3081.42,2.25044,666.253,1.29923e-07
RE,4B,en,yaml__false,2,0.0378804,2880.52,2.0798,52.3731,1.64382e-06
RE,4B,en,yaml__false,3,0.00311837,2612.62,1.91086,580.582,1.49197e-07
RE,4B,en,yaml__false,4,0.0369455,2734.7,2.00528,51.356,1.68873e-06
RE,4B,en,yaml__false,5,0.0376507,3042.6,2.14873,55.0697,1.54681e-06
RE,4B,en,yaml__false,6,0.0365869,2942.82,2.05361,54.4967,1.55407e-06
RE,4B,en,yaml__false,7,0.00296167,2776.44,2.05491,653.28,1.33339e-07
RE,4B,en,yaml__false,8,0.00318677,2554.55,1.84611,552.336,1.55936e-07
RE,70B,en,dst__false,1,0.0182199,8556.87,3.91462,253.537,2.66158e-07
RE,70B,en,dst__false,2,0.0902634,8724.3,4.24747,54.1042,1.29328e-06
RE,70B,en,dst__false,3,0.0192184,5892.49,2.72485,166.572,4.07688e-07
RE,70B,en,dst__false,4,0.0889494,5983.43,2.90599,37.6021,1.85825e-06
RE,70B,en,dst__false,5,0.0858434,8908.99,4.23431,57.2925,1.20445e-06
RE,70B,en,dst__false,6,0.088495,6023.78,2.88013,37.7076,1.83637e-06
RE,70B,en,dst__false,7,0.0188282,8597.48,3.98193,248.303,2.73745e-07
RE,70B,en,dst__false,8,0.0190965,5933.33,2.71424,167.727,4.02313e-07
RE,70B,en,json__false,1,0.128116,9332.55,8.19454,54.8168,1.71598e-06
RE,70B,en,json__false,2,0.198508,9242.12,6.94962,32.6866,2.68483e-06
RE,70B,en,json__false,3,0.158752,9173.03,7.60932,42.4186,2.1633e-06
RE,70B,en,json__false,4,0.213218,9121.27,7.16588,30.6469,2.92198e-06
RE,70B,en,json__false,5,0.22881,9166.17,7.06244,28.4443,3.1203e-06
RE,70B,en,json__false,6,0.230759,9190.91,7.09312,28.3015,3.13841e-06
RE,70B,en,json__false,7,0.159545,9169.85,7.07891,40.8456,2.17486e-06
RE,70B,en,json__false,8,0.165955,9317.05,7.21902,39.9659,2.22649e-06
RE,70B,en,json__json_xgrammar,1,0.125787,9698.25,8.35876,57.5564,1.62126e-06
RE,70B,en,json__json_xgrammar,2,0.198781,9610.73,7.22068,33.9302,2.5854e-06
RE,70B,en,json__json_xgrammar,3,0.16184,9573.73,7.80812,43.1006,2.11307e-06
RE,70B,en,json__json_xgrammar,4,0.207465,9518.64,7.3924,32.6961,2.72445e-06
RE,70B,en,json__json_xgrammar,5,0.230225,9549.36,7.40691,29.5417,3.01362e-06
RE,70B,en,json__json_xgrammar,6,0.231993,9662.83,7.37691,29.4486,3.0011e-06
RE,70B,en,json__json_xgrammar,7,0.159305,9621.81,7.38577,42.8112,2.06959e-06
RE,70B,en,json__json_xgrammar,8,0.162449,9737.59,7.42619,42.3604,2.08533e-06
RE,70B,en,yaml__false,1,0.0206894,8839.86,6.03095,286.311,2.92558e-07
RE,70B,en,yaml__false,2,0.0840648,8946.24,6.19921,71.8573,1.17458e-06
RE,70B,en,yaml__false,3,0.0209533,5997.48,4.06368,191.155,4.36711e-07
RE,70B,en,yaml__false,4,0.0855354,6260.83,4.29855,49.201,1.70775e-06
RE,70B,en,yaml__false,5,0.0840448,9075.57,6.06099,71.6022,1.15757e-06
RE,70B,en,yaml__false,6,0.0838467,6316.94,4.19869,49.8378,1.65916e-06
RE,70B,en,yaml__false,7,0.0221551,8794.3,6.02298,266.494,3.14907e-07
RE,70B,en,yaml__false,8,0.0199756,6085.87,4.20513,205.43,4.10286e-07
